PID    | Hora Atual
023192 | 19:45:00.898
708920 | 19:45:00.898
176375 | 19:45:00.898
769091 | 19:45:00.899
641233 | 19:45:00.899
724301 | 19:45:00.899
663181 | 19:45:00.899
063070 | 19:45:00.900
513897 | 19:45:00.900
323631 | 19:45:00.900
126185 | 19:45:00.900
069885 | 19:45:00.901
738053 | 19:45:00.901
118339 | 19:45:00.901
339940 | 19:45:00.901
119100 | 19:45:00.902
051408 | 19:45:00.902
232302 | 19:45:00.902
352693 | 19:45:00.902
670214 | 19:45:00.903
981601 | 19:45:00.903
559124 | 19:45:00.903
545407 | 19:45:00.904
491364 | 19:45:00.904
844127 | 19:45:00.904
318997 | 19:45:00.904
273787 | 19:45:00.905
791414 | 19:45:00.905
935645 | 19:45:00.905
920574 | 19:45:00.905
967088 | 19:45:00.906
887736 | 19:45:00.906
461699 | 19:45:00.906
473090 | 19:45:00.906
918152 | 19:45:00.907
410348 | 19:45:00.907
803601 | 19:45:00.907
228664 | 19:45:00.907
763717 | 19:45:00.908
272565 | 19:45:00.908
659583 | 19:45:00.908
725692 | 19:45:00.908
889704 | 19:45:00.909
975934 | 19:45:00.909
938736 | 19:45:00.909
695731 | 19:45:00.909
080963 | 19:45:00.910
752861 | 19:45:00.910
505359 | 19:45:00.910
297374 | 19:45:00.910
253856 | 19:45:00.911
823095 | 19:45:00.911
669415 | 19:45:00.911
000306 | 19:45:00.912
764344 | 19:45:00.912
779593 | 19:45:00.912
335302 | 19:45:00.912
188950 | 19:45:00.913
454963 | 19:45:00.913
294691 | 19:45:00.913
742154 | 19:45:00.913
022011 | 19:45:00.914
374069 | 19:45:00.914
803785 | 19:45:00.914
684174 | 19:45:00.914
975244 | 19:45:00.915
167416 | 19:45:00.915
340220 | 19:45:00.915
659358 | 19:45:00.916
825543 | 19:45:00.916
377175 | 19:45:00.916
492394 | 19:45:00.916
885265 | 19:45:00.917
481497 | 19:45:00.917
434602 | 19:45:00.917
332730 | 19:45:00.917
168077 | 19:45:00.918
147525 | 19:45:00.918
651368 | 19:45:00.918
269631 | 19:45:00.918
663246 | 19:45:00.919
748237 | 19:45:00.919
942501 | 19:45:00.919
023522 | 19:45:00.919
150784 | 19:45:00.920
692873 | 19:45:00.920
734914 | 19:45:00.920
076381 | 19:45:00.920
464397 | 19:45:00.921
180846 | 19:45:00.921
232044 | 19:45:00.921
482944 | 19:45:00.922
862079 | 19:45:00.922
191094 | 19:45:00.922
621821 | 19:45:00.922
964889 | 19:45:00.923
275852 | 19:45:00.923
081434 | 19:45:00.923
789086 | 19:45:00.923
898647 | 19:45:00.924
958091 | 19:45:00.924
056164 | 19:45:00.924
332596 | 19:45:00.924
221803 | 19:45:00.925
804399 | 19:45:00.925
831962 | 19:45:00.925
136733 | 19:45:00.926
843494 | 19:45:00.926
769932 | 19:45:00.926
085037 | 19:45:00.926
482721 | 19:45:00.927
955261 | 19:45:00.927
476219 | 19:45:00.927
404753 | 19:45:00.928
235944 | 19:45:00.928
952882 | 19:45:00.928
598654 | 19:45:00.928
588041 | 19:45:00.929
474379 | 19:45:00.929
805415 | 19:45:00.929
215817 | 19:45:00.929
953426 | 19:45:00.930
268303 | 19:45:00.930
667416 | 19:45:00.930
994075 | 19:45:00.930
685803 | 19:45:00.931
236275 | 19:45:00.931
579896 | 19:45:00.931
023192 | 19:45:00.931
708920 | 19:45:00.932
176375 | 19:45:00.932
769091 | 19:45:00.932
641233 | 19:45:00.932
724301 | 19:45:00.933
663181 | 19:45:00.933
063070 | 19:45:00.933
513897 | 19:45:00.933
323631 | 19:45:00.934
126185 | 19:45:00.934
069885 | 19:45:00.934
738053 | 19:45:00.935
118339 | 19:45:00.935
339940 | 19:45:00.935
119100 | 19:45:00.935
051408 | 19:45:00.936
232302 | 19:45:00.936
352693 | 19:45:00.936
670214 | 19:45:00.936
981601 | 19:45:00.936
559124 | 19:45:00.936
545407 | 19:45:00.936
491364 | 19:45:00.936
844127 | 19:45:00.937
318997 | 19:45:00.937
273787 | 19:45:00.937
791414 | 19:45:00.938
935645 | 19:45:00.938
920574 | 19:45:00.938
967088 | 19:45:00.938
887736 | 19:45:00.939
461699 | 19:45:00.939
473090 | 19:45:00.939
918152 | 19:45:00.940
410348 | 19:45:00.940
803601 | 19:45:00.940
228664 | 19:45:00.941
763717 | 19:45:00.941
272565 | 19:45:00.941
659583 | 19:45:00.941
725692 | 19:45:00.942
889704 | 19:45:00.942
975934 | 19:45:00.942
938736 | 19:45:00.943
695731 | 19:45:00.943
080963 | 19:45:00.943
752861 | 19:45:00.943
505359 | 19:45:00.944
297374 | 19:45:00.944
253856 | 19:45:00.944
823095 | 19:45:00.944
669415 | 19:45:00.945
000306 | 19:45:00.945
764344 | 19:45:00.945
779593 | 19:45:00.945
335302 | 19:45:00.946
188950 | 19:45:00.946
454963 | 19:45:00.946
294691 | 19:45:00.946
742154 | 19:45:00.947
022011 | 19:45:00.947
374069 | 19:45:00.947
803785 | 19:45:00.947
684174 | 19:45:00.948
975244 | 19:45:00.948
167416 | 19:45:00.948
340220 | 19:45:00.948
659358 | 19:45:00.949
825543 | 19:45:00.949
377175 | 19:45:00.949
492394 | 19:45:00.949
885265 | 19:45:00.949
481497 | 19:45:00.950
434602 | 19:45:00.950
332730 | 19:45:00.950
168077 | 19:45:00.950
147525 | 19:45:00.951
651368 | 19:45:00.951
269631 | 19:45:00.951
663246 | 19:45:00.952
748237 | 19:45:00.952
942501 | 19:45:00.952
023522 | 19:45:00.952
150784 | 19:45:00.953
692873 | 19:45:00.953
734914 | 19:45:00.953
076381 | 19:45:00.953
464397 | 19:45:00.954
180846 | 19:45:00.954
232044 | 19:45:00.954
482944 | 19:45:00.954
862079 | 19:45:00.955
191094 | 19:45:00.955
621821 | 19:45:00.955
964889 | 19:45:00.955
275852 | 19:45:00.956
081434 | 19:45:00.956
789086 | 19:45:00.956
898647 | 19:45:00.956
958091 | 19:45:00.957
056164 | 19:45:00.957
332596 | 19:45:00.957
221803 | 19:45:00.957
804399 | 19:45:00.958
831962 | 19:45:00.958
136733 | 19:45:00.958
843494 | 19:45:00.958
769932 | 19:45:00.959
085037 | 19:45:00.959
482721 | 19:45:00.959
955261 | 19:45:00.959
476219 | 19:45:00.959
404753 | 19:45:00.960
235944 | 19:45:00.960
952882 | 19:45:00.960
598654 | 19:45:00.960
588041 | 19:45:00.961
474379 | 19:45:00.961
805415 | 19:45:00.961
215817 | 19:45:00.961
953426 | 19:45:00.962
268303 | 19:45:00.962
667416 | 19:45:00.962
994075 | 19:45:00.962
685803 | 19:45:00.963
236275 | 19:45:00.963
579896 | 19:45:00.963
023192 | 19:45:00.963
708920 | 19:45:00.964
176375 | 19:45:00.964
769091 | 19:45:00.964
641233 | 19:45:00.964
724301 | 19:45:00.965
663181 | 19:45:00.965
063070 | 19:45:00.965
513897 | 19:45:00.965
323631 | 19:45:00.966
126185 | 19:45:00.966
069885 | 19:45:00.966
738053 | 19:45:00.966
118339 | 19:45:00.967
339940 | 19:45:00.967
119100 | 19:45:00.967
051408 | 19:45:00.967
232302 | 19:45:00.968
352693 | 19:45:00.968
670214 | 19:45:00.968
981601 | 19:45:00.968
559124 | 19:45:00.969
545407 | 19:45:00.969
491364 | 19:45:00.969
844127 | 19:45:00.969
318997 | 19:45:00.970
273787 | 19:45:00.970
791414 | 19:45:00.970
935645 | 19:45:00.970
920574 | 19:45:00.971
967088 | 19:45:00.971
887736 | 19:45:00.971
461699 | 19:45:00.971
473090 | 19:45:00.972
918152 | 19:45:00.972
410348 | 19:45:00.972
803601 | 19:45:00.972
228664 | 19:45:00.972
763717 | 19:45:00.973
272565 | 19:45:00.973
659583 | 19:45:00.973
725692 | 19:45:00.973
889704 | 19:45:00.974
975934 | 19:45:00.974
938736 | 19:45:00.974
695731 | 19:45:00.974
080963 | 19:45:00.975
752861 | 19:45:00.975
505359 | 19:45:00.975
297374 | 19:45:00.975
253856 | 19:45:00.976
823095 | 19:45:00.976
669415 | 19:45:00.976
000306 | 19:45:00.976
764344 | 19:45:00.977
779593 | 19:45:00.977
335302 | 19:45:00.977
188950 | 19:45:00.977
454963 | 19:45:00.977
294691 | 19:45:00.977
742154 | 19:45:00.977
022011 | 19:45:00.977
374069 | 19:45:00.978
803785 | 19:45:00.978
684174 | 19:45:00.978
975244 | 19:45:00.979
167416 | 19:45:00.979
340220 | 19:45:00.979
659358 | 19:45:00.979
825543 | 19:45:00.980
377175 | 19:45:00.980
492394 | 19:45:00.980
885265 | 19:45:00.980
481497 | 19:45:00.981
434602 | 19:45:00.981
332730 | 19:45:00.981
168077 | 19:45:00.981
147525 | 19:45:00.982
651368 | 19:45:00.982
269631 | 19:45:00.982
663246 | 19:45:00.982
748237 | 19:45:00.982
942501 | 19:45:00.983
023522 | 19:45:00.983
150784 | 19:45:00.983
692873 | 19:45:00.983
734914 | 19:45:00.984
076381 | 19:45:00.984
464397 | 19:45:00.984
180846 | 19:45:00.984
232044 | 19:45:00.985
482944 | 19:45:00.985
862079 | 19:45:00.985
191094 | 19:45:00.985
621821 | 19:45:00.986
964889 | 19:45:00.986
275852 | 19:45:00.986
081434 | 19:45:00.986
789086 | 19:45:00.987
898647 | 19:45:00.987
958091 | 19:45:00.987
056164 | 19:45:00.987
332596 | 19:45:00.988
221803 | 19:45:00.988
804399 | 19:45:00.988
831962 | 19:45:00.988
136733 | 19:45:00.989
843494 | 19:45:00.989
769932 | 19:45:00.989
085037 | 19:45:00.989
482721 | 19:45:00.990
955261 | 19:45:00.990
476219 | 19:45:00.990
404753 | 19:45:00.990
235944 | 19:45:00.990
952882 | 19:45:00.991
598654 | 19:45:00.991
588041 | 19:45:00.991
474379 | 19:45:00.992
805415 | 19:45:00.992
215817 | 19:45:00.992
953426 | 19:45:00.992
268303 | 19:45:00.993
667416 | 19:45:00.993
994075 | 19:45:00.993
685803 | 19:45:00.993
236275 | 19:45:00.994
579896 | 19:45:00.994
023192 | 19:45:00.994
708920 | 19:45:00.994
176375 | 19:45:00.995
769091 | 19:45:00.995
641233 | 19:45:00.995
724301 | 19:45:00.995
663181 | 19:45:00.996
063070 | 19:45:00.996
513897 | 19:45:00.996
323631 | 19:45:00.996
126185 | 19:45:00.997
069885 | 19:45:00.997
738053 | 19:45:00.997
118339 | 19:45:00.997
339940 | 19:45:00.997
119100 | 19:45:00.998
051408 | 19:45:00.998
232302 | 19:45:00.998
352693 | 19:45:00.998
670214 | 19:45:00.999
981601 | 19:45:00.999
559124 | 19:45:00.999
545407 | 19:45:00.999
491364 | 19:45:01.000
844127 | 19:45:01.000
318997 | 19:45:01.000
273787 | 19:45:01.000
791414 | 19:45:01.001
935645 | 19:45:01.001
920574 | 19:45:01.001
967088 | 19:45:01.001
887736 | 19:45:01.002
461699 | 19:45:01.002
473090 | 19:45:01.002
918152 | 19:45:01.002
410348 | 19:45:01.003
803601 | 19:45:01.003
228664 | 19:45:01.003
763717 | 19:45:01.003
272565 | 19:45:01.004
659583 | 19:45:01.004
725692 | 19:45:01.004
889704 | 19:45:01.004
975934 | 19:45:01.005
938736 | 19:45:01.005
695731 | 19:45:01.005
080963 | 19:45:01.005
752861 | 19:45:01.006
505359 | 19:45:01.006
297374 | 19:45:01.006
253856 | 19:45:01.006
823095 | 19:45:01.007
669415 | 19:45:01.007
000306 | 19:45:01.007
764344 | 19:45:01.007
779593 | 19:45:01.008
335302 | 19:45:01.008
188950 | 19:45:01.008
454963 | 19:45:01.008
294691 | 19:45:01.009
742154 | 19:45:01.009
022011 | 19:45:01.009
374069 | 19:45:01.009
803785 | 19:45:01.010
684174 | 19:45:01.010
975244 | 19:45:01.010
167416 | 19:45:01.010
340220 | 19:45:01.011
659358 | 19:45:01.011
825543 | 19:45:01.011
377175 | 19:45:01.011
492394 | 19:45:01.011
885265 | 19:45:01.012
481497 | 19:45:01.012
434602 | 19:45:01.012
332730 | 19:45:01.012
168077 | 19:45:01.013
147525 | 19:45:01.013
651368 | 19:45:01.013
269631 | 19:45:01.013
663246 | 19:45:01.014
748237 | 19:45:01.014
942501 | 19:45:01.014
023522 | 19:45:01.014
150784 | 19:45:01.015
692873 | 19:45:01.015
734914 | 19:45:01.015
076381 | 19:45:01.015
464397 | 19:45:01.015
180846 | 19:45:01.016
232044 | 19:45:01.016
482944 | 19:45:01.016
862079 | 19:45:01.016
191094 | 19:45:01.017
621821 | 19:45:01.017
964889 | 19:45:01.017
275852 | 19:45:01.017
081434 | 19:45:01.018
789086 | 19:45:01.018
898647 | 19:45:01.018
958091 | 19:45:01.018
056164 | 19:45:01.019
332596 | 19:45:01.019
221803 | 19:45:01.019
804399 | 19:45:01.019
831962 | 19:45:01.019
136733 | 19:45:01.019
843494 | 19:45:01.019
769932 | 19:45:01.019
085037 | 19:45:01.020
482721 | 19:45:01.020
955261 | 19:45:01.020
476219 | 19:45:01.020
404753 | 19:45:01.021
235944 | 19:45:01.021
952882 | 19:45:01.021
598654 | 19:45:01.021
588041 | 19:45:01.022
474379 | 19:45:01.022
805415 | 19:45:01.022
215817 | 19:45:01.022
953426 | 19:45:01.023
268303 | 19:45:01.023
667416 | 19:45:01.023
994075 | 19:45:01.023
685803 | 19:45:01.024
236275 | 19:45:01.024
579896 | 19:45:01.024
023192 | 19:45:01.024
708920 | 19:45:01.025
176375 | 19:45:01.025
769091 | 19:45:01.025
641233 | 19:45:01.025
724301 | 19:45:01.025
663181 | 19:45:01.026
063070 | 19:45:01.026
513897 | 19:45:01.026
323631 | 19:45:01.026
126185 | 19:45:01.027
069885 | 19:45:01.027
738053 | 19:45:01.027
118339 | 19:45:01.027
339940 | 19:45:01.028
119100 | 19:45:01.028
051408 | 19:45:01.028
232302 | 19:45:01.028
352693 | 19:45:01.029
670214 | 19:45:01.029
981601 | 19:45:01.029
559124 | 19:45:01.029
545407 | 19:45:01.030
491364 | 19:45:01.030
844127 | 19:45:01.030
318997 | 19:45:01.030
273787 | 19:45:01.031
791414 | 19:45:01.031
935645 | 19:45:01.031
920574 | 19:45:01.031
967088 | 19:45:01.032
887736 | 19:45:01.032
461699 | 19:45:01.032
473090 | 19:45:01.032
918152 | 19:45:01.033
410348 | 19:45:01.033
803601 | 19:45:01.033
228664 | 19:45:01.033
763717 | 19:45:01.034
272565 | 19:45:01.034
659583 | 19:45:01.034
725692 | 19:45:01.034
889704 | 19:45:01.035
975934 | 19:45:01.035
938736 | 19:45:01.035
695731 | 19:45:01.035
080963 | 19:45:01.036
752861 | 19:45:01.036
505359 | 19:45:01.036
297374 | 19:45:01.036
253856 | 19:45:01.037
823095 | 19:45:01.037
669415 | 19:45:01.037
000306 | 19:45:01.037
764344 | 19:45:01.038
779593 | 19:45:01.038
335302 | 19:45:01.038
188950 | 19:45:01.038
454963 | 19:45:01.038
294691 | 19:45:01.039
742154 | 19:45:01.039
022011 | 19:45:01.039
374069 | 19:45:01.039
803785 | 19:45:01.040
684174 | 19:45:01.040
975244 | 19:45:01.040
167416 | 19:45:01.040
340220 | 19:45:01.041
659358 | 19:45:01.041
825543 | 19:45:01.041
377175 | 19:45:01.041
492394 | 19:45:01.042
885265 | 19:45:01.042
481497 | 19:45:01.042
434602 | 19:45:01.042
332730 | 19:45:01.043
168077 | 19:45:01.043
147525 | 19:45:01.043
651368 | 19:45:01.043
269631 | 19:45:01.044
663246 | 19:45:01.044
748237 | 19:45:01.044
942501 | 19:45:01.044
023522 | 19:45:01.045
150784 | 19:45:01.045
692873 | 19:45:01.045
734914 | 19:45:01.045
076381 | 19:45:01.046
464397 | 19:45:01.046
180846 | 19:45:01.046
232044 | 19:45:01.046
482944 | 19:45:01.047
862079 | 19:45:01.047
191094 | 19:45:01.047
621821 | 19:45:01.047
964889 | 19:45:01.048
275852 | 19:45:01.048
081434 | 19:45:01.048
789086 | 19:45:01.048
898647 | 19:45:01.048
958091 | 19:45:01.049
056164 | 19:45:01.049
332596 | 19:45:01.049
221803 | 19:45:01.049
804399 | 19:45:01.050
831962 | 19:45:01.050
136733 | 19:45:01.050
843494 | 19:45:01.050
769932 | 19:45:01.051
085037 | 19:45:01.051
482721 | 19:45:01.051
955261 | 19:45:01.051
476219 | 19:45:01.052
404753 | 19:45:01.052
235944 | 19:45:01.052
952882 | 19:45:01.052
598654 | 19:45:01.053
588041 | 19:45:01.053
474379 | 19:45:01.053
805415 | 19:45:01.053
215817 | 19:45:01.054
953426 | 19:45:01.054
268303 | 19:45:01.054
667416 | 19:45:01.054
994075 | 19:45:01.055
685803 | 19:45:01.055
236275 | 19:45:01.055
579896 | 19:45:01.055
023192 | 19:45:01.055
708920 | 19:45:01.056
176375 | 19:45:01.056
769091 | 19:45:01.056
641233 | 19:45:01.056
724301 | 19:45:01.057
663181 | 19:45:01.057
063070 | 19:45:01.057
513897 | 19:45:01.057
323631 | 19:45:01.058
126185 | 19:45:01.058
069885 | 19:45:01.058
738053 | 19:45:01.058
118339 | 19:45:01.059
339940 | 19:45:01.059
119100 | 19:45:01.059
051408 | 19:45:01.060
232302 | 19:45:01.060
352693 | 19:45:01.060
670214 | 19:45:01.060
981601 | 19:45:01.060
559124 | 19:45:01.060
545407 | 19:45:01.060
491364 | 19:45:01.060
844127 | 19:45:01.061
318997 | 19:45:01.061
273787 | 19:45:01.061
791414 | 19:45:01.061
935645 | 19:45:01.062
920574 | 19:45:01.062
967088 | 19:45:01.062
887736 | 19:45:01.062
461699 | 19:45:01.063
473090 | 19:45:01.063
918152 | 19:45:01.063
410348 | 19:45:01.063
803601 | 19:45:01.063
228664 | 19:45:01.064
763717 | 19:45:01.064
272565 | 19:45:01.064
659583 | 19:45:01.064
725692 | 19:45:01.065
889704 | 19:45:01.065
975934 | 19:45:01.065
938736 | 19:45:01.065
695731 | 19:45:01.066
080963 | 19:45:01.066
752861 | 19:45:01.066
505359 | 19:45:01.066
297374 | 19:45:01.067
253856 | 19:45:01.067
823095 | 19:45:01.067
669415 | 19:45:01.067
000306 | 19:45:01.068
764344 | 19:45:01.068
779593 | 19:45:01.068
335302 | 19:45:01.068
188950 | 19:45:01.069
454963 | 19:45:01.069
294691 | 19:45:01.069
742154 | 19:45:01.069
022011 | 19:45:01.070
374069 | 19:45:01.070
803785 | 19:45:01.070
684174 | 19:45:01.070
975244 | 19:45:01.071
167416 | 19:45:01.071
340220 | 19:45:01.071
659358 | 19:45:01.071
825543 | 19:45:01.072
377175 | 19:45:01.072
492394 | 19:45:01.072
885265 | 19:45:01.072
481497 | 19:45:01.073
434602 | 19:45:01.073
332730 | 19:45:01.073
168077 | 19:45:01.073
147525 | 19:45:01.074
651368 | 19:45:01.074
269631 | 19:45:01.074
663246 | 19:45:01.074
748237 | 19:45:01.075
942501 | 19:45:01.075
023522 | 19:45:01.075
150784 | 19:45:01.075
692873 | 19:45:01.076
734914 | 19:45:01.076
076381 | 19:45:01.076
464397 | 19:45:01.076
180846 | 19:45:01.076
232044 | 19:45:01.077
482944 | 19:45:01.077
862079 | 19:45:01.077
191094 | 19:45:01.077
621821 | 19:45:01.078
964889 | 19:45:01.078
275852 | 19:45:01.078
081434 | 19:45:01.078
789086 | 19:45:01.079
898647 | 19:45:01.079
958091 | 19:45:01.079
056164 | 19:45:01.079
332596 | 19:45:01.080
221803 | 19:45:01.080
804399 | 19:45:01.080
831962 | 19:45:01.080
136733 | 19:45:01.081
843494 | 19:45:01.081
769932 | 19:45:01.081
085037 | 19:45:01.081
482721 | 19:45:01.082
955261 | 19:45:01.082
476219 | 19:45:01.082
404753 | 19:45:01.082
235944 | 19:45:01.082
952882 | 19:45:01.083
598654 | 19:45:01.083
588041 | 19:45:01.083
474379 | 19:45:01.083
805415 | 19:45:01.084
215817 | 19:45:01.084
953426 | 19:45:01.084
268303 | 19:45:01.084
667416 | 19:45:01.085
994075 | 19:45:01.085
685803 | 19:45:01.085
236275 | 19:45:01.085
579896 | 19:45:01.086
023192 | 19:45:01.086
708920 | 19:45:01.086
176375 | 19:45:01.086
769091 | 19:45:01.087
641233 | 19:45:01.087
724301 | 19:45:01.087
663181 | 19:45:01.087
063070 | 19:45:01.088
513897 | 19:45:01.088
323631 | 19:45:01.088
126185 | 19:45:01.088
069885 | 19:45:01.089
738053 | 19:45:01.089
118339 | 19:45:01.089
339940 | 19:45:01.089
119100 | 19:45:01.090
051408 | 19:45:01.090
232302 | 19:45:01.090
352693 | 19:45:01.090
670214 | 19:45:01.091
981601 | 19:45:01.091
559124 | 19:45:01.091
545407 | 19:45:01.091
491364 | 19:45:01.092
844127 | 19:45:01.092
318997 | 19:45:01.092
273787 | 19:45:01.092
791414 | 19:45:01.093
935645 | 19:45:01.093
920574 | 19:45:01.093
967088 | 19:45:01.093
887736 | 19:45:01.093
461699 | 19:45:01.094
473090 | 19:45:01.094
918152 | 19:45:01.094
410348 | 19:45:01.094
803601 | 19:45:01.095
228664 | 19:45:01.095
763717 | 19:45:01.095
272565 | 19:45:01.095
659583 | 19:45:01.096
725692 | 19:45:01.096
889704 | 19:45:01.096
975934 | 19:45:01.096
938736 | 19:45:01.097
695731 | 19:45:01.097
080963 | 19:45:01.097
752861 | 19:45:01.097
505359 | 19:45:01.098
297374 | 19:45:01.098
253856 | 19:45:01.098
823095 | 19:45:01.098
669415 | 19:45:01.099
000306 | 19:45:01.099
764344 | 19:45:01.099
779593 | 19:45:01.099
335302 | 19:45:01.100
188950 | 19:45:01.100
454963 | 19:45:01.100
294691 | 19:45:01.100
742154 | 19:45:01.101
022011 | 19:45:01.101
374069 | 19:45:01.101
803785 | 19:45:01.101
684174 | 19:45:01.102
975244 | 19:45:01.102
167416 | 19:45:01.102
340220 | 19:45:01.102
659358 | 19:45:01.102
825543 | 19:45:01.102
377175 | 19:45:01.102
492394 | 19:45:01.102
885265 | 19:45:01.103
481497 | 19:45:01.103
434602 | 19:45:01.103
332730 | 19:45:01.103
168077 | 19:45:01.104
147525 | 19:45:01.104
651368 | 19:45:01.104
269631 | 19:45:01.104
663246 | 19:45:01.105
748237 | 19:45:01.105
942501 | 19:45:01.105
023522 | 19:45:01.105
150784 | 19:45:01.106
692873 | 19:45:01.106
734914 | 19:45:01.106
076381 | 19:45:01.106
464397 | 19:45:01.107
180846 | 19:45:01.107
232044 | 19:45:01.107
482944 | 19:45:01.107
862079 | 19:45:01.107
191094 | 19:45:01.108
621821 | 19:45:01.108
964889 | 19:45:01.108
275852 | 19:45:01.108
081434 | 19:45:01.109
789086 | 19:45:01.109
898647 | 19:45:01.109
958091 | 19:45:01.109
056164 | 19:45:01.110
332596 | 19:45:01.110
221803 | 19:45:01.110
804399 | 19:45:01.110
831962 | 19:45:01.111
136733 | 19:45:01.111
843494 | 19:45:01.111
769932 | 19:45:01.111
085037 | 19:45:01.112
482721 | 19:45:01.112
955261 | 19:45:01.112
476219 | 19:45:01.112
404753 | 19:45:01.113
235944 | 19:45:01.113
952882 | 19:45:01.113
598654 | 19:45:01.113
588041 | 19:45:01.114
474379 | 19:45:01.114
805415 | 19:45:01.114
215817 | 19:45:01.114
953426 | 19:45:01.115
268303 | 19:45:01.115
667416 | 19:45:01.115
994075 | 19:45:01.115
685803 | 19:45:01.116
236275 | 19:45:01.116
579896 | 19:45:01.116
023192 | 19:45:01.116
708920 | 19:45:01.117
176375 | 19:45:01.117
769091 | 19:45:01.117
641233 | 19:45:01.117
724301 | 19:45:01.118
663181 | 19:45:01.118
063070 | 19:45:01.118
513897 | 19:45:01.118
323631 | 19:45:01.119
126185 | 19:45:01.119
069885 | 19:45:01.119
738053 | 19:45:01.119
118339 | 19:45:01.120
339940 | 19:45:01.120
119100 | 19:45:01.120
051408 | 19:45:01.120
232302 | 19:45:01.121
352693 | 19:45:01.121
670214 | 19:45:01.121
981601 | 19:45:01.121
559124 | 19:45:01.122
545407 | 19:45:01.122
491364 | 19:45:01.122
844127 | 19:45:01.122
318997 | 19:45:01.123
273787 | 19:45:01.123
791414 | 19:45:01.123
935645 | 19:45:01.123
920574 | 19:45:01.123
967088 | 19:45:01.124
887736 | 19:45:01.124
461699 | 19:45:01.124
473090 | 19:45:01.124
918152 | 19:45:01.125
410348 | 19:45:01.125
803601 | 19:45:01.125
228664 | 19:45:01.125
763717 | 19:45:01.126
272565 | 19:45:01.126
659583 | 19:45:01.126
725692 | 19:45:01.126
889704 | 19:45:01.127
975934 | 19:45:01.127
938736 | 19:45:01.127
695731 | 19:45:01.127
080963 | 19:45:01.128
752861 | 19:45:01.128
505359 | 19:45:01.128
297374 | 19:45:01.128
253856 | 19:45:01.129
823095 | 19:45:01.129
669415 | 19:45:01.129
000306 | 19:45:01.129
764344 | 19:45:01.130
779593 | 19:45:01.130
335302 | 19:45:01.130
188950 | 19:45:01.130
454963 | 19:45:01.131
294691 | 19:45:01.131
742154 | 19:45:01.131
022011 | 19:45:01.131
374069 | 19:45:01.132
803785 | 19:45:01.132
684174 | 19:45:01.132
975244 | 19:45:01.132
167416 | 19:45:01.133
340220 | 19:45:01.133
659358 | 19:45:01.133
825543 | 19:45:01.133
377175 | 19:45:01.134
492394 | 19:45:01.134
885265 | 19:45:01.134
481497 | 19:45:01.134
434602 | 19:45:01.134
332730 | 19:45:01.135
168077 | 19:45:01.135
147525 | 19:45:01.135
651368 | 19:45:01.135
269631 | 19:45:01.136
663246 | 19:45:01.136
748237 | 19:45:01.136
942501 | 19:45:01.136
023522 | 19:45:01.137
150784 | 19:45:01.137
692873 | 19:45:01.137
734914 | 19:45:01.137
076381 | 19:45:01.138
464397 | 19:45:01.138
180846 | 19:45:01.138
232044 | 19:45:01.138
482944 | 19:45:01.139
862079 | 19:45:01.139
191094 | 19:45:01.139
621821 | 19:45:01.139
964889 | 19:45:01.140
275852 | 19:45:01.140
081434 | 19:45:01.140
789086 | 19:45:01.140
898647 | 19:45:01.141
958091 | 19:45:01.141
056164 | 19:45:01.141
332596 | 19:45:01.141
221803 | 19:45:01.142
804399 | 19:45:01.142
831962 | 19:45:01.142
136733 | 19:45:01.142
843494 | 19:45:01.143
769932 | 19:45:01.143
085037 | 19:45:01.143
482721 | 19:45:01.143
955261 | 19:45:01.143
476219 | 19:45:01.143
404753 | 19:45:01.143
235944 | 19:45:01.143
952882 | 19:45:01.144
598654 | 19:45:01.144
588041 | 19:45:01.144
474379 | 19:45:01.144
805415 | 19:45:01.145
215817 | 19:45:01.145
953426 | 19:45:01.145
268303 | 19:45:01.145
667416 | 19:45:01.146
994075 | 19:45:01.146
685803 | 19:45:01.146
236275 | 19:45:01.146
579896 | 19:45:01.147
023192 | 19:45:01.147
708920 | 19:45:01.147
176375 | 19:45:01.147
769091 | 19:45:01.148
641233 | 19:45:01.148
724301 | 19:45:01.148
663181 | 19:45:01.148
063070 | 19:45:01.149
513897 | 19:45:01.149
323631 | 19:45:01.149
126185 | 19:45:01.149
069885 | 19:45:01.150
738053 | 19:45:01.150
118339 | 19:45:01.150
339940 | 19:45:01.150
119100 | 19:45:01.151
051408 | 19:45:01.151
232302 | 19:45:01.151
352693 | 19:45:01.151
670214 | 19:45:01.152
981601 | 19:45:01.152
559124 | 19:45:01.152
545407 | 19:45:01.152
491364 | 19:45:01.153
844127 | 19:45:01.153
318997 | 19:45:01.153
273787 | 19:45:01.153
791414 | 19:45:01.154
935645 | 19:45:01.154
920574 | 19:45:01.154
967088 | 19:45:01.154
887736 | 19:45:01.155
461699 | 19:45:01.155
473090 | 19:45:01.155
918152 | 19:45:01.155
410348 | 19:45:01.156
803601 | 19:45:01.156
228664 | 19:45:01.156
763717 | 19:45:01.156
272565 | 19:45:01.157
659583 | 19:45:01.157
725692 | 19:45:01.157
889704 | 19:45:01.157
975934 | 19:45:01.158
938736 | 19:45:01.158
695731 | 19:45:01.158
080963 | 19:45:01.158
752861 | 19:45:01.159
505359 | 19:45:01.159
297374 | 19:45:01.159
253856 | 19:45:01.159
823095 | 19:45:01.160
